$id,Id,Accords,AgeVignes,Appellation,AppellationLabel,BestAfter,BestBefore,AssemblageCepage,Classement,Code_ean,CommentaireBouche,CommentaireMillesime,CommentaireNez,CommentaireOeil,CommentaireProducteur,CommentaireService,CommentaireSituation,CommentaireTerroir,CommentaireVin,CommentaireVinification,CommentaireViticulture,Contenance,ContenanceUnit,CouleurVin,DateCrawl,DegreAlcool,DenominationGeo,DenominationVitivini,Dosage,ElevageDuree,Img_btl_back_cloud,Img_btl_back_source,Img_btl_front_cloud,SourceImageBottle,Img_etq_back_cloud,Img_etq_back_source,Img_etq_front_cloud,Img_etq_front_source,AnneeMillesime,NomCuvee,NomVin,NomPays,PotentielGarde,PrixVin,PrixDevise,NomProducteur,Recompenses,NomRegion,TempService,TypeVin,UrlProduit,UrlSiteSource,TypeVendange,NomVignoble,ViticultureLabel
1926,1926,Apéritif Foie gras Fromage ,0,Champagne,,0,0,Chardonnay Pinot noir Pinot meunier+12% de vin rouge,,0, L’entrée en bouche est remplie de fruits rouges et de minéraux,, Le Nez est tonique aux essences de fruits à écorces,Ce vin a une robe grenat,,,,,A déguster en apéritif ou au dessert,,,75,cL,Rosé,16/10/2018 13:03,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/r/o/ros-1475244261.jpg,,,,,,,Rosé,France,,24.2,EUR,Julie Dechelle,,Champagne,0,,https://www.lesgrappes.com/champagne-henri-dechelle-rose-rose-non-millesime,https://www.lesgrappes.com/vins,,Champagne Henri Dechelle,
1927,1927,Gibier Viande rouge Volaille ,0,Côtes de Bourg,,0,0,"80% Merlot, 20% Cabernets",,0,,,,,,,,,,,,75,cL,Rouge,16/10/2018 13:03,14,,,,0,,,,https://s2.lesgrappes.com/media/catalog/product/p/r/prestige2015-1538662282.jpg,,,,,2015,,Cuvée Prestige,France,,13.2,EUR,Philippe BETSCHART,,Bordeaux,0,,https://www.lesgrappes.com/chateau-les-graves-de-viaud-cuvee-prestige-rouge-2015,https://www.lesgrappes.com/vins,,Château Les Graves de Viaud,"Biodynamie - Cerfié Demeter, Bio - Certifié AB, Bio - Certifié Ecocert, Vegan - Vegan certifié"
1928,1928,Apéritif Asiatique Fromage Viande blanche ,0,Côtes de Bourg,,0,0,Merlot 60% Cabernets 40%,,0,,,,,,,,,,,,75,cL,Rouge,16/10/2018 13:03,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/2/0/20180809_115243-1533809236.jpg,,,,,2013,,Origine,France,,12,EUR,Philippe BETSCHART,,Bordeaux,0,,https://www.lesgrappes.com/chateau-les-graves-de-viaud-origine-rouge-2013,https://www.lesgrappes.com/vins,,Château Les Graves de Viaud,"Non Certifié ou En Conversion, Non Certifié ou En Conversion"
1929,1929,Dessert Fromage Gibier Viande rouge ,0,Cahors,,0,0,Malbec 100%,,0,,,,,,,,,"Accompagne agréablement les tapas, les plats régionaux à base de canard ou les viandes rouges",,,75,ge,Rouge,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/e/cenacgranderserve-1536658563.png,,,,,2014,,Château de Cénac Grande Réserve,France,,17,EUR,DIDIER PELVILLAIN,,Sud-Ouest,17,,https://www.lesgrappes.com/vignobles-pelvillain-chateau-de-cenac-grande-reserve-rouge-2014,https://www.lesgrappes.com/vins,,Vignobles Pelvillain                                                                                               ,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1930,1930,Foie gras Gibier Viande rouge Volaille ,0,Bordeaux,,0,0,"55% Cabernet France, 45% Merlot",,0,,,,,,,,,"Avec une belle viande, une caille, un canard",,,75,cL,Rouge,16/10/2018 13:03,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/r/grav9-1504883754.png,,,,,2014,,Cuvée O,France,,29.2,EUR,Philippe BETSCHART,,Bordeaux,0,,https://www.lesgrappes.com/chateau-les-graves-de-viaud-cuvee-o-rouge-2014,https://www.lesgrappes.com/vins,,Château Les Graves de Viaud,Non Certifié ou En Conversion
1931,1931,Apéritif Fromage Gibier Viande rouge ,0,Champagne,,0,0,"33% Pinot Noir, 33% pinot Meunier, 33% Chardonnay",,0,,,,,,,,,"Accord mets et vins: apéritif, lotte, bar, crème brûlée, tarte fine aux pommes",,,75,cL,,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/i/vieilles_vignes21502877194-1502985869.jpg,,,,,2012,,Cuvée Vieilles Vignes,France,,25.2,EUR,Nathalie Boude,,Champagne,7,Pétillant,https://www.lesgrappes.com/champagne-boude-baudin-cuvee-vieilles-vignes-petillant-2012,https://www.lesgrappes.com/vins,,Champagne Boude-Baudin,
1932,1932,Fromage Gibier Viande rouge ,0,Moulin-à-Vent,,0,0,Gamay noir à  jus blanc,,0,,,,,,,,,"Entrée : Terrine de sanglier, foie gras, gâteau d'aubergine, salade poitrine et tapenade",,,75,cL,Rouge,16/10/2018 13:03,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/d/o/domaine_des_chers_moulin_a_vent_2016_meilleur_contraste_maj-1489730349.png,,,,,2016,,Moulin à  Vent vieilles vignes,France,,15,EUR,Arnaud Briday,,Beaujolais,0,,https://www.lesgrappes.com/domaine-des-chers-moulin-a-vent-vieilles-vignes-rouge-2016,https://www.lesgrappes.com/vins,,Domaine des Chers,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1933,1933,Foie gras Fromage Fruit de mer Poisson ,0,AOP Coteaux du Languedoc,,0,0,"Grenache gris 90%, Grenache blanc 10%",,0,,,,,,,,,Se combinera à la perfection avec des noix de saint jacques sur un lit de foie gras. avec ce vin racé il faut se faire plaisir et oser,,,75,cL,Blanc,16/10/2018 13:03,14,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/g/r/grandecuveeblanc-1528449364.png,,,,,2008,,La grande cuvée,France,,22,EUR,Emmanuel Serin,,Languedoc,12,,https://www.lesgrappes.com/domaine-de-la-dourbie-la-grande-cuvee-blanc-2008,https://www.lesgrappes.com/vins,,Domaine de la Dourbie,"Bio - Certifié AB, Bio - Certifié Ecocert"
1934,1934,,0,Champagne Grand Cru,,0,0,100% chardonnay,,0,"Ce vin se révèle d'une grande finesse, aux arômes subtils avec une bonne fraîcheur en bouche et une meilleure aptitude au vieillissement",,,,,,,,"Ce blanc de blancs s’accordera aussi bien des toasts au caviar et autres oeufs de poissons , un homard, des truffes, qu’une omelette norvégienne",,,75,cL,,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/s/i/signature-1530005325.png,,,,,2010,,Signature,France,,39.4,EUR,Alexis Warnet,,Champagne,0,Pétillant,https://www.lesgrappes.com/champagne-warnet-signature-petillant-2010,https://www.lesgrappes.com/vins,,Champagne WARNET,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1935,1935,Apéritif Dessert Viande blanche ,0,Coteaux du Layon,,0,0,100% Chenin,,0," Ce vin dévoilera des arômes de miel, orange amère La bouche riche et liquoreuse vous offrira une belle acidité Une finale rafraîchissante, sur des notes caramélisées avec une pointe d'amertume",,,La robe lumineuse,,,,,"Sera parfait lors d'un aperitif entre amis, ou à consommer lors d'un repas sur un agneau au curry ou lors du dessert sur un fraisier",,,75,cL,Blanc,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/o/coteauxdulayonrochefort-1499703740.jpg,,,,,2017,,Coteaux du Layon - Rochefort,France,,15.5,EUR,René Papin,,Loire,16,,https://www.lesgrappes.com/chateau-pierre-bise-coteaux-du-layon-rochefort-blanc-2017,https://www.lesgrappes.com/vins,,Château Pierre-Bise,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1936,1936,Gibier Viande rouge ,0,Chinon,,0,0,100% Cabernet-Franc,,0,"Puissants arômes de fruits très mûrs (cassis, cerise) et réglisse, fleurs séchées et des notes fumées",,,,,,,,"Idéal pour accompagner les viandes rouges où les tannins mûrs et veloutés absorbent le saignant du plat. A essayer avec une côte de bœuf grillé, un civet de sanglier, un rôti de biche ou une queue de bœuf braisé. Une Marie plus évoluée de 5 à 10 ans fera merveille sur des plats en sauce type bourguignon",,,75,cL,Rouge,16/10/2018 13:03,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chinonlambertbiocuveemarie1512659860-1530601689.png,,,,,2014,,Marie,France,15 ans,24,EUR,Pascal Lambert,,Loire,15.5,,https://www.lesgrappes.com/domaine-lambert-marie-rouge-2014,https://www.lesgrappes.com/vins,,Domaine Lambert,Non Certifié ou En Conversion
1937,1937,Apéritif Dessert Fromage Fruit de mer Poisson Viande blanche Volaille ,0,Gers,,0,0,Ugni Blanc,,0,,,,,,,,,"Idéal à l’apéritif, avec des toast de saumon fumé et un plateau de fruits de mer. Peut également se déguster autour d'un fromage de chèvre ou en dessert",,,75,cL,,16/10/2018 13:03,11,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/e/gensaccabriole_1200x1200-1532953175.jpg,,,,,2012,,Cabriole,France,10 ans,9.65,EUR,Jan Schuermann,,Sud-Ouest,8,Pétillant,https://www.lesgrappes.com/chateau-de-gensac-cabriole-petillant-2012,https://www.lesgrappes.com/vins,,Château de Gensac,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1938,1938,,0,Costières de Nîmes,,0,0,"Syrah 50 %, Mourvèdre 40 %, Grenache 10 %",,0,,,,,,,,,Parfait avec un tournedos Rossini,,,75,cL,Rouge,16/10/2018 13:03,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/2/0/203lanoblesa2012-1481540838.jpg,,,,,2013,,La Noblesa,France,,40,EUR,Diane  de Puymorin,,Vallée du Rhône,0,,https://www.lesgrappes.com/chateau-dor-et-de-gueules-la-noblesa-rouge-2013,https://www.lesgrappes.com/vins,,Chateau d'or et de gueules,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1939,1939,,0,Coteaux d’Aix-en-Provence,,0,0,"40% Syrah, 35% Cabernet Sauvignon, 15% Grenache, 10% Carignan",,0, L'attaque est ample avec une belle matière La finale se prolonge sur de la fraîcheur si typique de nos vins et sur des tanins présents mais tendres,,"Au nez, on ressent les épices orientales, les fruits mûrs",,,,,,"Avec les classiques: agneau, gigot, petites côtelettes, grillades, charcuteries. A essayer également avec un tajine ou un couscous avec des raisins secs",,,75,cL,Rouge,16/10/2018 13:03,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/c/h/chateau_rouge-1472742259.jpg,,,,,2017,,Chateau Revelette Rouge ,France,3 et 5 ans,13.1,EUR,Peter Fischer,,Provence,0,,https://www.lesgrappes.com/chateau-revelette-chateau-revelette-rouge-rouge-2017,https://www.lesgrappes.com/vins,,Chateau Revelette,"Non Certifié ou En Conversion, Bio - Certifié Ecocert"
1940,1940,Apéritif Asiatique Fromage Fruit de mer Poisson Viande blanche Volaille ,0,Bordeaux,,0,0,sauvignon blanc 100%,,0,,,,,,,,,,,,75,cL,Blanc,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/i/m/img_20171006_091708-1507783516.jpg,,,,,2015,,SAUVIGNON,France,,10.25,EUR,Laure & Olivier LACOSTE,,Bordeaux,11,,https://www.lesgrappes.com/chateau-lagrange-sauvignon-blanc-2015,https://www.lesgrappes.com/vins,,Château LAGRANGE,"Bio - Certifié AB, Bio - Certifié Ecocert"
1941,1941,Asiatique Fromage ,0,Alsace,,0,0,Gewurztraminer et Pinot Gris,,0,,,,,,,,,,,,75,cL,Blanc,16/10/2018 13:03,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/r/artisan-1513334253.jpg,,,,,2017,,Artisan,France,,20,EUR,Mathieu et Etienne Deiss,,Alsace,0,,https://www.lesgrappes.com/le-vignoble-du-reveur-artisan-blanc-2017,https://www.lesgrappes.com/vins,,Le vignoble du Rêveur,"Biodynamie - Cerfié Demeter, Bio - Certifié AB, Vin Sans sulfite Ajouté - sans certification"
1942,1942,Apéritif Asiatique Dessert Foie gras ,0,Maury,,0,0,GRENACHE,,0,"Nez fruits rouges, tanins souples, soyeux ; équilibre sur la fraîcheur en bouche pour un vin doux",,"Nez fruits rouges, tanins souples, soyeux ; équilibre sur la fraîcheur en bouche pour un vin doux",,,,,,"Ce vin doux naturel se dégustera avant le repas, sur un fois gras, ou sur les desserts au chocolat noir",,,75,cL,Rouge,16/10/2018 13:03,16,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/a/u/au_gres_deole_2014_pf-1513343588.jpg,,,,,2017,,AU GRE D'EOLE,France,,16.5,EUR,Jérome Collas,,Roussillon,14,,https://www.lesgrappes.com/domaine-la-toupie-au-gre-deole-rouge-2017,https://www.lesgrappes.com/vins,,Domaine La Toupie,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1943,1943,,0,Moulin-à-Vent,,0,0,Gamay noir à jus blanc,,0," Belle matière en bouche, assez puissante et à la texture soyeuse",,"Nez de fruits rouges, framboise et cerise",,,,,,A servir avec un carré de veau rôti ou une volaille à la broche,,,75,cL,Rouge,16/10/2018 13:03,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/o/moulinvent-1530538815.jpg,,,,,2017,,Moulin à Vent,France,5 à 7 ans,18,EUR,Christophe Pacalet,,Beaujolais,14.5,,https://www.lesgrappes.com/christophe-pacalet-moulin-a-vent-rouge-2017,https://www.lesgrappes.com/vins,,Christophe Pacalet,Nature - Sans Cahier des Charges
1944,1944,Fromage Gibier Viande blanche Viande rouge ,0,Chénas,,0,0,Gamay noir à jus blanc,,0,,, Nez frais et délicatement fruité,Robe vive et attrayante,,,,,"Viandes rouges, viandes blanches, barbecues, fromages",,,75,cL,Rouge,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chenas_pacalet-1530603309.png,,,,,2017,,Chénas,France,,17,EUR,Christophe Pacalet,,Beaujolais,0,,https://www.lesgrappes.com/christophe-pacalet-chenas-rouge-2017,https://www.lesgrappes.com/vins,,Christophe Pacalet,Nature - Sans Cahier des Charges
1945,1945,,0,Vin de France,,0,0,"Merlot, Cabernet Sauvignon",,0,"Nez : Nez léger, frais, petits fruits rouges, zeste de pamplemousse avec en ligne de fond les arômes typiques des vins de la région",,"Nez : Nez léger, frais, petits fruits rouges, zeste de pamplemousse avec en ligne de fond les arômes typiques des vins de la région",,,,,,"Convient parfaitement en apéritif, seul ou accompagné de tapas, de charcuterie et autres gourmandises. Peut être servi avec des salades fraîches, plats épicés et desserts légers (salade de fruits rouges, menthe et chantilly",,,75,cL,,16/10/2018 13:03,8,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/7/5/75cl___ros_lim__limonade-1528983533.png,,,,,,,Rosé Limé,France,,10,EUR,Jonathan Ducourt,,Bordeaux,9,Pétillant,https://www.lesgrappes.com/vignobles-ducourt-rose-lime-petillant,https://www.lesgrappes.com/vins,,Vignobles Ducourt,"Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale, Vegan - Vegan certifié"
1946,1946,Apéritif Dessert Poisson ,0,Vin de France,,0,0,"Sauvignon Blanc, Sémillon",,0," Une bouche fraîche, craquante, une sucrosité mariée à une allonge nerveuse sur des bulles moyennes",," Un nez vif, frais, citronné, des zestes d'agrumes avec en ligne de fond des notes typiques des Sauvignons de l'Entre-Deux-Mers","Une robe jaune pâle aux reflets verts Une bouche fraîche, craquante, une sucrosité mariée à une allonge nerveuse sur des bulles moyennes",,,,,"Convient parfaitement en apéritif, seul ou accompagné de tapas, de charcuterie et autres gourmandises. Peut être servi avec des salades fraîches, des poissons ou desserts légers. Il est aussi un ingrédient de choix pour une large variété de cocktails",,,75,cL,,16/10/2018 13:03,8,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/v/i/vignoble-ducourt-blanc-lime.jpg,,,,,,,Blanc Limé,France,,10,EUR,Jonathan Ducourt,,Bordeaux,0,Pétillant,https://www.lesgrappes.com/vignobles-ducourt-vignobes-ducourt-blanc-lime-petillant,https://www.lesgrappes.com/vins,,Vignobles Ducourt,"Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale, Vegan - Vegan certifié"
1947,1947,Apéritif Fromage Fruit de mer Poisson ,0,Bourgogne,,0,0,Chardonnay 100%,,0," Au bouquet, les arômes de fruits exotiques dominent; ananas, mangue et des arômes de fleurs blanches viennent compléter le nez L'attaque en bouche est délicate avec une belle rondeur subtile",," Au bouquet, les arômes de fruits exotiques dominent; ananas, mangue et des arômes de fleurs blanches viennent compléter le nez",La robe est jaune pâle avec de beaux reflets verts,,,,,"S'apprécie avec un apéritif, un poisson cuit au beurre blanc, des fruits de mer et même des fromages à pâte dur comme le comté",,,75,cL,Blanc,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chardonnay-1490096596.gif,,,,,2015,,Bourgogne Chardonnay,France,2 à 3 ans,10.8,EUR,Thierry Bied,,Bourgogne,9,,https://www.lesgrappes.com/domaine-de-cardon-bourgogne-chardonnay-blanc-2015,https://www.lesgrappes.com/vins,,Domaine de Cardon,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1948,1948,Apéritif Dessert Foie gras Fruit de mer Poisson ,0,Bourgogne,,0,0,Pinot noir-Chardonnay-aligoté,,0,,,,,,,,,,,,75,cL,,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/a/cardon-1522826804.png,,,,,,,Crémant De Bourgogne  Sélection Frédérique Brut ,France,,11,EUR,Thierry Bied,,Bourgogne,0,Pétillant,https://www.lesgrappes.com/domaine-de-cardon-cremant-de-bourgogne-selection-frederique-brut-petillant,https://www.lesgrappes.com/vins,,Domaine de Cardon,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1949,1949,Fromage Gibier Viande rouge ,0,Morgon,,0,0,100% Gamay,,0,Belle structure et belle longueur en bouche Une cuvée aux tanins soyeux,,,,,,,,"Sur une viande rouge, gibier ou pour accompagné un plateau de charcuterie et fromages",,,75,cL,Rouge,16/10/2018 13:03,14,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/d/o/domainebonnetonnemorgoncotedupy-1539184866.jpg,,,,,2015,,"MORGON ""Côte du Py""",France,5 à 8 ans,17,EUR,Marcel Grillet,,Beaujolais,0,,https://www.lesgrappes.com/domaine-de-la-bonne-tonne-domaine-de-la-bonne-tonne-morgon-cote-du-py-rouge-2015,https://www.lesgrappes.com/vins,,Domaine de la Bonne Tonne,"Non Certifié ou En Conversion, Bio - Certifié AB, Bio - Certifié Ecocert"
1950,1950,Apéritif Fruit de mer Poisson ,0,IGP Gard,,0,0,Viognier,,0, Le nez dévoile des arômes de fleurs blanches et d’agrumes La bouche toute en rondeur révèle des parfums mielleux,, Le nez dévoile des arômes de fleurs blanches et d’agrumes La bouche toute en rondeur révèle des parfums mielleux,Ce vin a une robe d’or limpide,,,,,Parfait sur une truite rôtie à l'anis ou un assortiment de murex et de couteaux marinés,,,75,cL,Blanc,16/10/2018 13:03,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/b/o/bouteille_viognier_du_mazet_2017__petit_format-1524054920.jpg,,,,,2017,,Viognier du Mazet,France,,6.95,EUR,Benoît Fabre,,Vallée du Rhône,0,,https://www.lesgrappes.com/domaine-des-romarins-domaine-des-romarins-viognier-du-mazet-blanc-2017,https://www.lesgrappes.com/vins,,Domaine des Romarins,Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale
1951,1951,Apéritif Fromage Fruit de mer Poisson Viande blanche ,0,IGP Hérault,,0,0,Sauvignon et Vermentino,,0,,,,,,,,,"Poissons, viande blanche en sauce et fromages à pâte dure",,,75,cL,Blanc,16/10/2018 13:03,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/2/0/20180310_140752_1-1522404631.jpg,,,,,2017,,PARENTHESE BLANC,France,2 ans,12,EUR,Serge PILLOT,,Languedoc,0,,https://www.lesgrappes.com/maison-jst-parenthese-blanc-blanc-2017,https://www.lesgrappes.com/vins,,Maison JST,Bio - Certifié Ecocert
1952,1952,Apéritif Fromage Fruit de mer Viande blanche Volaille ,0,Bourgogne,,0,0,chardonnay 100%,,0,,,"Une robe jaune brillante, un nez fin et très fruité","Une robe jaune brillante, un nez fin et très fruité",,,,,"Poissons en sauce hollandaise, salade de homard, fromages de chèvre affinés",,,75,cL,Blanc,16/10/2018 13:03,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/b/o/bouteillevaillons-1521994324.jpg,,,,,2016,,Chablis Premier cru Vaillons,France,8 à 10 ans,18.2,EUR,Céline Gueguen,,Bourgogne,11,,https://www.lesgrappes.com/domaine-celine-et-frederic-gueguen-chablis-premier-cru-vaillons-blanc-2016,https://www.lesgrappes.com/vins,,Domaine Celine et Fréderic Gueguen,Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale
1953,1953,Apéritif Dessert ,0,Crémant de Bordeaux,,0,0,80 % Sémillon ; 20% cabernet Franc,,0, Les arômes sont fins et complexes avec des notes florales,,, Une belle couleur or pâle avec quelques reflets verts,,,,,A servir à l'apéritif ou sur un dessert,,,75,cL,,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/r/crlau_crmant_lauduc-1538143061.jpg,,,,,,,Crémant de Lauduc,France,,10.1,EUR,Hervé Grandeau,,Bordeaux,0,Pétillant,https://www.lesgrappes.com/chateau-lauduc-cremant-de-lauduc-petillant,https://www.lesgrappes.com/vins,,Château Lauduc,Agriculture raisonnée - Agriculture Raisonné - Sans certification
1954,1954,Apéritif Fromage Poisson Viande blanche Viande rouge Volaille ,0,Touraine,,0,0,Gamay,,0," Fruité et facile à boire, sa bouche est agréable et juteuse, et délivre des notes de fruits rouges",,,Sa couleur est rouge rubis,,,,,"Il se plaira accompagné de rillettes et rillons locaux, mais également avec des viandes rouges ou blanches grillées, ou des fromages à pâte molle et doux. Dégustez-le légèrement rafraîchi",,,75,cL,Rouge,16/10/2018 13:03,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/a/gamay-1510225364.jpg,,,,,2017,,Gamay,France,,6.95,EUR,Jean Marc Biet,,Loire,0,,https://www.lesgrappes.com/domaine-biet-jean-marc-gamay-rouge-2017,https://www.lesgrappes.com/vins,,Domaine Biet Jean-Marc,Terra Vitis - Labellisé Terra Vitis
